is_weekend,start_station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,49,9.799999999999999,8.399999999999999,7.0,11.2,5.6,2.8,4.199999999999999,5.6,8.399999999999999,12.6,9.799999999999999,14.0,19.599999999999998,21.0,16.799999999999997,21.0,14.0,18.2,19.599999999999998,21.0,22.4,16.799999999999997,12.6,18.2
0,50,7.0,5.6,5.6,8.399999999999999,4.199999999999999,2.8,1.4,5.6,4.199999999999999,4.199999999999999,5.6,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999,7.0,8.399999999999999,7.0,8.399999999999999,7.0,5.6,9.799999999999999,7.0
1,1,4.199999999999999,1.4,1.4,0.0,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,1.4,1.4,1.4,0.0,1.4,0.0,1.4,1.4,1.4
1,2,7.0,9.799999999999999,5.6,8.399999999999999,2.8,1.4,1.4,1.4,1.4,1.4,2.8,2.8,2.8,2.8,2.8,5.6,4.199999999999999,5.6,4.199999999999999,4.199999999999999,2.8,2.8,4.199999999999999,5.6
1,3,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.4,1.4,1.4,1.4,0.0,0.0,1.4,0.0,1.4,1.4,0.0
1,4,15.399999999999999,18.2,28.0,21.0,14.0,9.799999999999999,5.6,5.6,4.199999999999999,2.8,5.6,7.0,9.799999999999999,8.399999999999999,9.799999999999999,9.799999999999999,11.2,12.6,9.799999999999999,9.799999999999999,8.399999999999999,8.399999999999999,9.799999999999999,12.6
1,5,8.399999999999999,12.6,12.6,5.6,1.4,1.4,4.199999999999999,1.4,1.4,1.4,2.8,4.199999999999999,4.199999999999999,4.199999999999999,5.6,9.799999999999999,8.399999999999999,7.0,9.799999999999999,7.0,12.6,5.6,11.2,8.399999999999999
1,6,12.6,7.0,5.6,4.199999999999999,7.0,2.8,5.6,2.8,2.8,2.8,5.6,4.199999999999999,2.8,4.199999999999999,4.199999999999999,7.0,5.6,5.6,7.0,4.199999999999999,8.399999999999999,7.0,7.0,9.799999999999999
1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
1,8,7.0,5.6,7.0,4.199999999999999,2.8,1.4,1.4,1.4,1.4,1.4,1.4,4.199999999999999,2.8,2.8,7.0,4.199999999999999,4.199999999999999,4.199999999999999,7.0,4.199999999999999,8.399999999999999,16.799999999999997,39.199999999999996,14.0
1,9,29.4,21.0,23.799999999999997,21.0,26.599999999999998,12.6,5.6,11.2,5.6,5.6,18.2,12.6,16.799999999999997,23.799999999999997,23.799999999999997,25.2,30.799999999999997,19.599999999999998,18.2,23.799999999999997,16.799999999999997,25.2,23.799999999999997,18.2
1,10,1.4,1.4,1.4,1.4,1.4,0.0,1.4,1.4,0.0,1.4,1.4,1.4,1.4,1.4,1.4,2.8,1.4,4.199999999999999,1.4,1.4,1.4,1.4,1.4,2.8
